traj_id,traj_num,year,month,day,hour,step,timestep,hour_back,lat,lon,alt,pressure,theta,air_temp,rainfall,mixdepth,relhum,spchumid
1.0,1.0,12.0,8.0,5.0,17.0,0.0,1.0,0.0,42.82,-75.54,1000.0,869.2,304.8,292.8,0.8,1353.0,79.3,12.9
1.0,1.0,12.0,8.0,5.0,16.0,0.0,2.0,-1.0,42.494,-76.034,1049.3,865.2,304.7,292.3,0.6,1171.3,81.4,12.9
1.0,1.0,12.0,8.0,5.0,15.0,0.0,3.0,-2.0,42.181,-76.591,1126.3,854.3,305.0,291.5,0.4,1117.7,81.4,12.5
1.0,1.0,12.0,8.0,5.0,14.0,0.0,2.0,-3.0,41.897,-77.224,1238.3,836.5,305.8,290.5,0.1,828.8,80.7,11.8
1.0,1.0,12.0,8.0,5.0,13.0,0.0,1.0,-4.0,41.644,-77.901,1305.4,821.7,306.4,289.6,0.0,652.1,82.5,11.6
1.0,1.0,12.0,8.0,5.0,12.0,0.0,0.0,-5.0,41.409,-78.594,1256.9,830.0,306.2,290.3,0.2,566.6,81.1,11.8
1.0,1.0,12.0,8.0,5.0,11.0,0.0,1.0,-6.0,41.166,-79.286,1129.0,847.6,305.7,291.6,0.2,568.7,80.7,12.5
1.0,1.0,12.0,8.0,5.0,10.0,0.0,2.0,-7.0,40.856,-79.959,977.1,868.2,304.9,292.8,0.3,551.6,81.9,13.4
1.0,1.0,12.0,8.0,5.0,9.0,0.0,3.0,-8.0,40.47,-80.642,883.2,882.0,304.7,294.0,0.4,552.0,79.0,13.6
1.0,1.0,12.0,8.0,5.0,8.0,0.0,2.0,-9.0,40.087,-81.323,850.1,889.2,304.6,294.5,0.1,490.7,78.7,14.0
1.0,1.0,12.0,8.0,5.0,7.0,0.0,1.0,-10.0,39.74,-81.94,818.7,898.5,304.7,295.5,0.4,394.3,75.1,14.0
1.0,1.0,12.0,8.0,5.0,6.0,0.0,0.0,-11.0,39.408,-82.491,765.6,905.7,304.7,296.2,1.1,331.5,73.0,14.1
