traj_id,traj_num,year,month,day,hour,step,timestep,hour_back,lat,lon,alt,pressure,theta,air_temp,rainfall,mixdepth,relhum,spchumid
1.0,1.0,12.0,8.0,7.0,11.0,0.0,1.0,0.0,42.82,-75.54,1000.0,868.1,299.3,287.5,0.0,68.9,33.8,3.9
1.0,1.0,12.0,8.0,7.0,10.0,0.0,2.0,-1.0,42.852,-75.639,979.0,871.1,299.2,287.6,0.0,54.4,33.9,4.0
1.0,1.0,12.0,8.0,7.0,9.0,0.0,3.0,-2.0,42.898,-75.737,955.0,874.4,299.2,287.9,0.0,38.9,33.7,4.0
1.0,1.0,12.0,8.0,7.0,8.0,0.0,2.0,-3.0,42.964,-75.846,919.6,880.1,298.9,288.2,0.0,40.0,33.9,4.1
1.0,1.0,12.0,8.0,7.0,7.0,0.0,1.0,-4.0,43.051,-75.977,864.5,888.1,298.5,288.5,0.0,38.9,35.0,4.3
1.0,1.0,12.0,8.0,7.0,6.0,0.0,0.0,-5.0,43.153,-76.135,797.1,899.0,298.0,289.1,0.0,53.8,38.3,4.8
1.0,1.0,12.0,8.0,7.0,5.0,0.0,1.0,-6.0,43.248,-76.324,738.6,908.6,297.7,289.7,0.0,80.6,42.3,5.4
1.0,1.0,12.0,8.0,7.0,4.0,0.0,2.0,-7.0,43.325,-76.542,700.4,916.1,297.6,290.3,0.0,108.3,44.5,5.9
1.0,1.0,12.0,8.0,7.0,3.0,0.0,3.0,-8.0,43.396,-76.784,678.7,921.7,297.6,290.7,0.0,135.9,45.0,6.1
1.0,1.0,12.0,8.0,7.0,2.0,0.0,2.0,-9.0,43.465,-77.049,685.2,923.8,297.5,290.8,0.0,228.4,47.5,6.4
1.0,1.0,12.0,8.0,7.0,1.0,0.0,1.0,-10.0,43.528,-77.333,726.2,918.6,297.6,290.4,0.0,270.3,50.2,6.7
1.0,1.0,12.0,8.0,7.0,0.0,0.0,0.0,-11.0,43.59,-77.621,801.1,909.8,297.8,289.9,0.0,273.7,50.3,6.5
