traj_id,traj_num,year,month,day,hour,step,timestep,hour_back,lat,lon,alt,pressure,theta,air_temp,rainfall,mixdepth,relhum,spchumid
1.0,1.0,12.0,8.0,1.0,11.0,0.0,1.0,0.0,42.82,-75.54,1500.0,814.8,302.5,285.3,0.1,132.1,80.6,8.7
1.0,1.0,12.0,8.0,1.0,10.0,0.0,2.0,-1.0,42.821,-75.791,1455.1,820.5,302.5,285.8,0.1,109.7,79.7,8.8
1.0,1.0,12.0,8.0,1.0,9.0,0.0,3.0,-2.0,42.804,-76.041,1398.3,827.5,302.5,286.5,0.2,102.3,77.9,8.9
1.0,1.0,12.0,8.0,1.0,8.0,0.0,2.0,-3.0,42.783,-76.291,1335.1,836.4,302.3,287.2,2.6,108.8,77.2,9.1
1.0,1.0,12.0,8.0,1.0,7.0,0.0,1.0,-4.0,42.769,-76.542,1284.9,844.0,302.1,287.8,1.7,113.9,76.1,9.3
1.0,1.0,12.0,8.0,1.0,6.0,0.0,0.0,-5.0,42.764,-76.792,1274.7,847.6,302.2,288.2,0.8,117.8,75.2,9.4
1.0,1.0,12.0,8.0,1.0,5.0,0.0,1.0,-6.0,42.76,-77.039,1300.8,846.4,302.4,288.3,0.0,142.3,74.2,9.3
1.0,1.0,12.0,8.0,1.0,4.0,0.0,2.0,-7.0,42.751,-77.291,1326.2,841.3,302.7,288.0,0.0,156.9,73.6,9.2
1.0,1.0,12.0,8.0,1.0,3.0,0.0,3.0,-8.0,42.747,-77.545,1337.8,837.6,302.9,287.9,0.0,165.0,72.9,9.0
1.0,1.0,12.0,8.0,1.0,2.0,0.0,2.0,-9.0,42.748,-77.809,1339.7,835.1,302.9,287.7,1.7,160.0,73.9,9.1
1.0,1.0,12.0,8.0,1.0,1.0,0.0,1.0,-10.0,42.752,-78.097,1326.9,835.5,303.0,287.8,1.7,162.9,74.4,9.2
1.0,1.0,12.0,8.0,1.0,0.0,0.0,0.0,-11.0,42.762,-78.414,1282.7,842.5,303.1,288.6,1.2,164.8,73.7,9.5
