traj_id,traj_num,year,month,day,hour,step,timestep,hour_back,lat,lon,alt,pressure,theta,air_temp,rainfall,mixdepth,relhum,spchumid
1.0,1.0,12.0,8.0,5.0,17.0,0.0,1.0,0.0,42.82,-75.54,500.0,920.6,303.6,296.5,0.8,1353.0,73.6,14.2
1.0,1.0,12.0,8.0,5.0,16.0,0.0,2.0,-1.0,42.475,-75.879,567.2,913.1,303.0,295.2,0.7,1161.0,79.6,14.3
1.0,1.0,12.0,8.0,5.0,15.0,0.0,3.0,-2.0,42.136,-76.251,631.8,904.6,303.0,294.4,0.8,1135.7,82.4,14.2
1.0,1.0,12.0,8.0,5.0,14.0,0.0,2.0,-3.0,41.813,-76.677,690.6,897.9,303.0,293.8,0.0,863.6,81.9,13.7
1.0,1.0,12.0,8.0,5.0,13.0,0.0,1.0,-4.0,41.515,-77.182,778.4,890.6,303.3,293.4,0.0,629.1,81.6,13.5
1.0,1.0,12.0,8.0,5.0,12.0,0.0,0.0,-5.0,41.247,-77.748,827.2,879.3,303.9,292.9,0.0,453.8,83.2,13.5
1.0,1.0,12.0,8.0,5.0,11.0,0.0,1.0,-6.0,40.973,-78.329,784.9,882.3,303.8,293.1,0.2,378.5,83.1,13.6
1.0,1.0,12.0,8.0,5.0,10.0,0.0,2.0,-7.0,40.661,-78.908,714.1,882.3,304.0,293.3,0.0,422.4,82.0,13.5
1.0,1.0,12.0,8.0,5.0,9.0,0.0,3.0,-8.0,40.305,-79.499,690.3,888.5,304.1,294.0,0.1,405.9,78.4,13.4
1.0,1.0,12.0,8.0,5.0,8.0,0.0,2.0,-9.0,39.917,-80.079,715.0,900.1,304.1,295.0,0.2,387.3,73.8,13.3
1.0,1.0,12.0,8.0,5.0,7.0,0.0,1.0,-10.0,39.548,-80.626,725.7,898.1,304.4,295.2,0.2,308.9,73.1,13.3
1.0,1.0,12.0,8.0,5.0,6.0,0.0,0.0,-11.0,39.201,-81.108,696.8,909.5,304.4,296.2,0.4,231.0,70.3,13.5
1.0,1.0,12.0,8.0,5.0,5.0,0.0,1.0,-12.0,38.843,-81.51,652.4,913.7,304.6,296.8,0.6,210.9,67.9,13.5
1.0,1.0,12.0,8.0,5.0,4.0,0.0,2.0,-13.0,38.476,-81.831,623.4,913.4,304.9,297.1,0.6,172.0,66.9,13.5
1.0,1.0,12.0,8.0,5.0,3.0,0.0,3.0,-14.0,38.103,-82.077,608.7,913.1,305.3,297.4,0.5,144.7,65.7,13.5
1.0,1.0,12.0,8.0,5.0,2.0,0.0,2.0,-15.0,37.749,-82.257,608.4,905.5,305.4,296.8,0.1,169.9,67.2,13.5
1.0,1.0,12.0,8.0,5.0,1.0,0.0,1.0,-16.0,37.437,-82.394,624.4,895.3,305.6,296.1,0.0,207.6,68.9,13.3
1.0,1.0,12.0,8.0,5.0,0.0,0.0,0.0,-17.0,37.164,-82.494,636.1,886.8,305.9,295.5,0.0,243.7,70.2,13.3
1.0,1.0,12.0,8.0,4.0,23.0,0.0,1.0,-18.0,36.918,-82.566,640.0,880.7,306.2,295.3,0.2,686.6,69.9,13.1
1.0,1.0,12.0,8.0,4.0,22.0,0.0,2.0,-19.0,36.691,-82.617,643.6,878.7,306.4,295.3,0.2,1073.8,70.3,13.2
1.0,1.0,12.0,8.0,4.0,21.0,0.0,3.0,-20.0,36.483,-82.65,649.4,876.8,306.5,295.2,0.2,1430.2,70.0,13.1
1.0,1.0,12.0,8.0,4.0,20.0,0.0,2.0,-21.0,36.295,-82.664,659.1,875.8,305.9,294.5,0.1,1256.3,72.7,13.1
1.0,1.0,12.0,8.0,4.0,19.0,0.0,1.0,-22.0,36.132,-82.657,672.5,874.0,305.3,293.8,0.1,1087.4,75.2,12.9
1.0,1.0,12.0,8.0,4.0,18.0,0.0,0.0,-23.0,35.992,-82.634,686.7,871.9,304.8,293.0,0.1,922.8,77.5,12.8
1.0,1.0,12.0,8.0,4.0,17.0,0.0,1.0,-24.0,35.863,-82.608,687.9,873.1,304.2,292.6,0.1,782.7,78.3,12.5
1.0,1.0,12.0,8.0,4.0,16.0,0.0,2.0,-25.0,35.736,-82.584,664.8,877.2,303.6,292.4,0.1,669.8,79.1,12.5
1.0,1.0,12.0,8.0,4.0,15.0,0.0,3.0,-26.0,35.613,-82.559,623.5,883.7,302.9,292.4,0.1,578.7,80.8,12.6
1.0,1.0,12.0,8.0,4.0,14.0,0.0,2.0,-27.0,35.502,-82.534,579.3,891.0,302.6,292.7,0.0,411.1,80.4,12.7
1.0,1.0,12.0,8.0,4.0,13.0,0.0,1.0,-28.0,35.411,-82.514,544.9,897.2,302.2,293.0,0.0,244.5,79.5,12.7
1.0,1.0,12.0,8.0,4.0,12.0,0.0,0.0,-29.0,35.34,-82.495,520.7,902.0,302.0,293.2,0.0,77.8,77.9,12.5
