traj_id,traj_num,year,month,day,hour,step,timestep,hour_back,lat,lon,alt,pressure,theta,air_temp,rainfall,mixdepth,relhum,spchumid
1.0,1.0,12.0,8.0,17.0,23.0,0.0,1.0,0.0,42.82,-75.54,1000.0,863.0,298.9,286.5,0.5,369.2,81.3,8.9
1.0,1.0,12.0,8.0,17.0,22.0,0.0,2.0,-1.0,42.847,-75.917,917.1,874.6,298.3,287.1,0.5,503.6,83.3,9.4
1.0,1.0,12.0,8.0,17.0,21.0,0.0,3.0,-2.0,42.875,-76.26,795.7,890.8,297.9,288.2,0.4,923.1,80.8,9.6
1.0,1.0,12.0,8.0,17.0,20.0,0.0,2.0,-3.0,42.915,-76.576,665.8,909.2,297.8,289.8,0.5,1237.0,75.6,9.7
1.0,1.0,12.0,8.0,17.0,19.0,0.0,1.0,-4.0,42.97,-76.888,569.2,925.0,297.5,290.9,0.4,1434.0,71.4,9.7
1.0,1.0,12.0,8.0,17.0,18.0,0.0,0.0,-5.0,43.017,-77.222,530.4,930.4,297.2,291.2,0.3,1523.8,68.5,9.4
1.0,1.0,12.0,8.0,17.0,17.0,0.0,1.0,-6.0,43.047,-77.583,525.5,928.3,297.0,290.7,0.1,1453.4,71.6,9.6
1.0,1.0,12.0,8.0,17.0,16.0,0.0,2.0,-7.0,43.076,-77.949,518.0,926.5,296.2,289.8,0.1,1264.2,78.8,10.0
1.0,1.0,12.0,8.0,17.0,15.0,0.0,3.0,-8.0,43.118,-78.297,502.1,929.5,295.1,289.0,0.1,966.7,88.3,10.6
1.0,1.0,12.0,8.0,17.0,14.0,0.0,2.0,-9.0,43.181,-78.644,487.3,932.8,294.9,289.1,0.9,852.4,88.2,10.6
1.0,1.0,12.0,8.0,17.0,13.0,0.0,1.0,-10.0,43.287,-78.99,482.0,934.0,294.6,288.9,1.3,747.3,89.0,10.5
1.0,1.0,12.0,8.0,17.0,12.0,0.0,0.0,-11.0,43.448,-79.333,509.4,927.0,294.4,288.0,1.5,618.3,89.6,10.1
1.0,1.0,12.0,8.0,17.0,11.0,0.0,1.0,-12.0,43.622,-79.721,577.5,912.8,295.0,287.4,1.3,573.3,89.5,9.9
1.0,1.0,12.0,8.0,17.0,10.0,0.0,2.0,-13.0,43.78,-80.163,654.5,897.7,295.9,286.9,1.2,527.7,89.9,9.7
1.0,1.0,12.0,8.0,17.0,9.0,0.0,3.0,-14.0,43.926,-80.617,676.4,891.9,296.1,286.5,0.7,475.3,93.4,9.9
1.0,1.0,12.0,8.0,17.0,8.0,0.0,2.0,-15.0,44.07,-81.057,598.4,902.1,295.5,286.9,0.8,517.5,96.2,10.4
1.0,1.0,12.0,8.0,17.0,7.0,0.0,1.0,-16.0,44.224,-81.498,497.5,923.3,294.9,288.2,0.6,738.9,93.6,10.7
1.0,1.0,12.0,8.0,17.0,6.0,0.0,0.0,-17.0,44.388,-81.949,450.0,936.5,294.6,289.1,0.6,903.1,91.5,10.9
1.0,1.0,12.0,8.0,17.0,5.0,0.0,1.0,-18.0,44.554,-82.413,433.1,938.1,294.4,289.1,0.3,835.2,89.5,10.7
1.0,1.0,12.0,8.0,17.0,4.0,0.0,2.0,-19.0,44.737,-82.87,437.4,937.1,294.1,288.7,0.1,780.5,87.8,10.2
1.0,1.0,12.0,8.0,17.0,3.0,0.0,3.0,-20.0,44.951,-83.308,472.8,929.4,294.2,288.1,0.0,602.6,84.6,9.6
1.0,1.0,12.0,8.0,17.0,2.0,0.0,2.0,-21.0,45.178,-83.777,524.1,918.4,294.7,287.6,1.2,546.2,87.4,9.7
1.0,1.0,12.0,8.0,17.0,1.0,0.0,1.0,-22.0,45.437,-84.289,567.3,912.5,294.8,287.2,1.7,697.6,86.6,9.4
1.0,1.0,12.0,8.0,17.0,0.0,0.0,0.0,-23.0,45.735,-84.814,588.8,911.4,295.1,287.3,2.6,880.6,83.2,9.1
1.0,1.0,12.0,8.0,16.0,23.0,0.0,1.0,-24.0,46.035,-85.311,625.5,910.2,294.9,287.0,2.2,925.1,83.8,9.0
1.0,1.0,12.0,8.0,16.0,22.0,0.0,2.0,-25.0,46.298,-85.781,670.1,907.7,294.9,286.9,0.9,956.3,82.3,8.8
1.0,1.0,12.0,8.0,16.0,21.0,0.0,3.0,-26.0,46.502,-86.258,681.7,906.4,295.0,286.9,0.2,1041.3,79.9,8.5
1.0,1.0,12.0,8.0,16.0,20.0,0.0,2.0,-27.0,46.669,-86.777,693.1,903.8,294.7,286.3,3.0,1055.6,81.4,8.4
1.0,1.0,12.0,8.0,16.0,19.0,0.0,1.0,-28.0,46.824,-87.338,734.7,897.7,294.4,285.4,2.1,1108.2,83.5,8.2
1.0,1.0,12.0,8.0,16.0,18.0,0.0,0.0,-29.0,46.954,-87.93,798.0,890.0,294.4,284.8,1.1,1317.1,84.2,8.0
1.0,1.0,12.0,8.0,16.0,17.0,0.0,1.0,-30.0,47.069,-88.545,843.3,884.0,294.2,284.0,0.4,1228.7,87.3,7.9
1.0,1.0,12.0,8.0,16.0,16.0,0.0,2.0,-31.0,47.212,-89.173,845.3,882.9,293.8,283.5,0.0,1136.5,88.5,7.8
1.0,1.0,12.0,8.0,16.0,15.0,0.0,3.0,-32.0,47.428,-89.81,880.5,875.0,293.9,282.8,0.0,1058.3,88.5,7.5
1.0,1.0,12.0,8.0,16.0,14.0,0.0,2.0,-33.0,47.702,-90.456,1018.9,850.1,295.0,281.6,0.0,923.3,87.2,7.0
1.0,1.0,12.0,8.0,16.0,13.0,0.0,1.0,-34.0,48.007,-91.08,1189.4,820.3,295.6,279.3,0.0,767.7,94.5,6.7
1.0,1.0,12.0,8.0,16.0,12.0,0.0,0.0,-35.0,48.36,-91.673,1291.7,816.1,295.5,278.8,0.0,804.6,95.6,6.6
1.0,1.0,12.0,8.0,16.0,11.0,0.0,1.0,-36.0,48.728,-92.249,1284.1,819.8,295.6,279.3,0.1,825.7,95.1,6.8
1.0,1.0,12.0,8.0,16.0,10.0,0.0,2.0,-37.0,49.088,-92.799,1251.5,824.7,295.7,279.8,0.2,759.6,95.5,7.0
1.0,1.0,12.0,8.0,16.0,9.0,0.0,3.0,-38.0,49.463,-93.3,1230.5,827.4,295.5,279.9,0.3,731.2,96.1,7.1
1.0,1.0,12.0,8.0,16.0,8.0,0.0,2.0,-39.0,49.868,-93.741,1230.6,827.1,295.5,279.9,0.1,722.8,95.8,7.1
1.0,1.0,12.0,8.0,16.0,7.0,0.0,1.0,-40.0,50.321,-94.097,1231.1,826.7,295.7,280.0,0.4,746.1,96.2,7.2
1.0,1.0,12.0,8.0,16.0,6.0,0.0,0.0,-41.0,50.844,-94.352,1200.5,829.9,295.7,280.3,0.4,859.7,95.3,7.2
1.0,1.0,12.0,8.0,16.0,5.0,0.0,1.0,-42.0,51.411,-94.516,1160.5,835.5,295.5,280.7,0.2,852.2,94.9,7.3
1.0,1.0,12.0,8.0,16.0,4.0,0.0,2.0,-43.0,51.986,-94.604,1166.0,836.7,295.8,281.1,0.2,805.1,93.0,7.3
1.0,1.0,12.0,8.0,16.0,3.0,0.0,3.0,-44.0,52.528,-94.604,1179.6,837.1,295.3,280.7,0.7,758.6,95.8,7.3
1.0,1.0,12.0,8.0,16.0,2.0,0.0,2.0,-45.0,52.958,-94.473,1084.0,848.5,294.5,281.0,4.9,677.3,98.6,7.6
1.0,1.0,12.0,8.0,16.0,1.0,0.0,1.0,-46.0,53.23,-94.207,889.0,870.8,293.7,282.3,5.2,537.5,97.1,8.0
1.0,1.0,12.0,8.0,16.0,0.0,0.0,0.0,-47.0,53.339,-93.825,688.7,892.9,293.1,283.7,5.2,404.7,92.4,8.2
1.0,1.0,12.0,8.0,15.0,23.0,0.0,1.0,-48.0,53.35,-93.384,552.1,908.4,293.2,285.2,2.3,347.4,86.9,8.3
1.0,1.0,12.0,8.0,15.0,22.0,0.0,2.0,-49.0,53.337,-93.009,487.7,915.9,293.9,286.6,1.2,290.8,81.6,8.5
1.0,1.0,12.0,8.0,15.0,21.0,0.0,3.0,-50.0,53.319,-92.715,437.7,921.0,295.0,288.1,0.9,413.9,74.2,8.5
1.0,1.0,12.0,8.0,15.0,20.0,0.0,2.0,-51.0,53.268,-92.521,396.3,926.0,295.4,289.0,0.0,714.5,67.9,8.2
1.0,1.0,12.0,8.0,15.0,19.0,0.0,1.0,-52.0,53.153,-92.424,361.9,930.2,295.8,289.8,0.0,994.5,62.4,7.8
1.0,1.0,12.0,8.0,15.0,18.0,0.0,0.0,-53.0,52.979,-92.423,336.2,933.0,296.3,290.5,0.0,1261.1,57.3,7.5
1.0,1.0,12.0,8.0,15.0,17.0,0.0,1.0,-54.0,52.758,-92.448,318.6,932.6,295.7,289.8,0.0,1050.0,60.5,7.6
1.0,1.0,12.0,8.0,15.0,16.0,0.0,2.0,-55.0,52.505,-92.434,310.2,930.9,295.0,289.0,0.0,847.4,64.3,7.7
1.0,1.0,12.0,8.0,15.0,15.0,0.0,3.0,-56.0,52.233,-92.399,315.9,927.7,294.3,288.1,0.0,641.5,68.8,7.8
