traj_id,traj_num,year,month,day,hour,step,timestep,hour_back,lat,lon,alt,pressure,theta,air_temp,rainfall,mixdepth,relhum,spchumid
1.0,1.0,12.0,8.0,11.0,17.0,0.0,1.0,0.0,42.82,-75.54,1500.0,813.8,302.6,285.3,1.0,1237.4,80.8,8.7
1.0,1.0,12.0,8.0,11.0,16.0,0.0,2.0,-1.0,42.491,-75.693,1349.3,825.7,302.2,286.0,0.6,1169.3,79.7,8.9
1.0,1.0,12.0,8.0,11.0,15.0,0.0,3.0,-2.0,42.17,-75.855,1247.7,834.0,301.6,286.3,0.2,1012.5,81.1,9.1
1.0,1.0,12.0,8.0,11.0,14.0,0.0,2.0,-3.0,41.866,-76.031,1211.5,838.1,301.5,286.6,0.0,774.0,81.1,9.2
1.0,1.0,12.0,8.0,11.0,13.0,0.0,1.0,-4.0,41.585,-76.219,1211.5,838.9,301.5,286.7,0.0,481.7,79.6,9.1
1.0,1.0,12.0,8.0,11.0,12.0,0.0,0.0,-5.0,41.328,-76.423,1203.7,842.2,301.4,287.0,0.0,189.3,79.3,9.2
1.0,1.0,12.0,8.0,11.0,11.0,0.0,1.0,-6.0,41.099,-76.63,1169.7,848.9,301.2,287.4,0.1,128.6,78.6,9.3
1.0,1.0,12.0,8.0,11.0,10.0,0.0,2.0,-7.0,40.91,-76.828,1110.2,858.7,301.0,288.2,0.1,69.3,78.0,9.6
1.0,1.0,12.0,8.0,11.0,9.0,0.0,3.0,-8.0,40.763,-77.015,1035.5,868.4,301.1,289.1,0.0,9.9,76.2,9.9
1.0,1.0,12.0,8.0,11.0,8.0,0.0,2.0,-9.0,40.642,-77.215,963.8,873.3,301.1,289.7,0.4,21.4,74.4,9.9
1.0,1.0,12.0,8.0,11.0,7.0,0.0,1.0,-10.0,40.53,-77.458,913.7,875.4,301.2,289.9,0.4,32.6,73.9,10.0
1.0,1.0,12.0,8.0,11.0,6.0,0.0,0.0,-11.0,40.435,-77.736,884.0,875.1,301.3,290.0,0.3,36.7,74.3,10.1
1.0,1.0,12.0,8.0,11.0,5.0,0.0,1.0,-12.0,40.341,-78.04,866.0,872.8,301.3,289.8,0.3,51.2,74.1,9.9
1.0,1.0,12.0,8.0,11.0,4.0,0.0,2.0,-13.0,40.212,-78.377,863.9,864.9,301.3,289.1,0.3,116.2,75.8,9.8
1.0,1.0,12.0,8.0,11.0,3.0,0.0,3.0,-14.0,40.047,-78.763,897.6,848.2,301.6,287.7,0.2,208.3,78.3,9.4
1.0,1.0,12.0,8.0,11.0,2.0,0.0,2.0,-15.0,39.868,-79.178,948.2,841.2,301.8,287.2,0.4,266.5,80.0,9.4
1.0,1.0,12.0,8.0,11.0,1.0,0.0,1.0,-16.0,39.7,-79.587,947.6,851.5,301.5,287.9,0.3,279.6,81.5,9.9
1.0,1.0,12.0,8.0,11.0,0.0,0.0,0.0,-17.0,39.56,-79.989,873.7,864.1,301.2,288.8,0.3,336.3,81.0,10.3
1.0,1.0,12.0,8.0,10.0,23.0,0.0,1.0,-18.0,39.437,-80.382,790.2,876.1,300.8,289.7,0.3,730.3,79.0,10.5
1.0,1.0,12.0,8.0,10.0,22.0,0.0,2.0,-19.0,39.315,-80.762,729.6,888.5,300.8,290.8,0.3,1152.8,74.9,10.5
1.0,1.0,12.0,8.0,10.0,21.0,0.0,3.0,-20.0,39.191,-81.135,670.0,901.0,300.8,291.9,0.3,1640.2,70.1,10.4
1.0,1.0,12.0,8.0,10.0,20.0,0.0,2.0,-21.0,39.073,-81.506,626.2,908.8,300.2,292.1,0.4,1625.7,72.3,10.8
1.0,1.0,12.0,8.0,10.0,19.0,0.0,1.0,-22.0,38.971,-81.881,608.2,913.3,299.5,291.9,0.5,1517.0,76.9,11.2
1.0,1.0,12.0,8.0,10.0,18.0,0.0,0.0,-23.0,38.885,-82.254,604.5,913.1,298.7,291.0,0.4,1308.3,83.9,11.6
1.0,1.0,12.0,8.0,10.0,17.0,0.0,1.0,-24.0,38.808,-82.604,592.3,912.6,298.4,290.7,0.2,1053.0,87.8,11.9
1.0,1.0,12.0,8.0,10.0,16.0,0.0,2.0,-25.0,38.715,-82.924,553.2,915.4,298.2,290.8,0.1,823.4,91.7,12.5
1.0,1.0,12.0,8.0,10.0,15.0,0.0,3.0,-26.0,38.603,-83.219,493.6,921.1,297.8,290.9,0.1,650.8,95.8,13.1
1.0,1.0,12.0,8.0,10.0,14.0,0.0,2.0,-27.0,38.496,-83.497,434.6,928.1,297.7,291.4,0.5,563.0,93.6,13.0
1.0,1.0,12.0,8.0,10.0,13.0,0.0,1.0,-28.0,38.41,-83.771,385.2,934.3,297.6,291.8,0.6,421.7,92.6,13.2
1.0,1.0,12.0,8.0,10.0,12.0,0.0,0.0,-29.0,38.335,-84.037,341.5,939.9,297.6,292.3,0.6,240.5,92.8,13.6
1.0,1.0,12.0,8.0,10.0,11.0,0.0,1.0,-30.0,38.265,-84.293,298.5,944.8,297.6,292.8,0.8,255.4,91.1,13.7
1.0,1.0,12.0,8.0,10.0,10.0,0.0,2.0,-31.0,38.187,-84.548,245.1,950.8,297.9,293.6,1.0,239.9,88.4,13.8
1.0,1.0,12.0,8.0,10.0,9.0,0.0,3.0,-32.0,38.075,-84.799,173.5,959.0,297.8,294.3,1.2,204.1,87.3,14.1
1.0,1.0,12.0,8.0,10.0,8.0,0.0,2.0,-33.0,37.949,-84.974,105.5,967.7,296.9,294.1,0.0,178.5,92.9,14.7
1.0,1.0,12.0,8.0,10.0,7.0,0.0,1.0,-34.0,37.839,-85.062,64.2,972.8,296.2,293.9,0.0,160.9,96.1,15.0
1.0,1.0,12.0,8.0,10.0,6.0,0.0,0.0,-35.0,37.746,-85.103,45.2,975.3,295.7,293.6,0.0,135.8,97.0,14.8
1.0,1.0,12.0,8.0,10.0,5.0,0.0,1.0,-36.0,37.656,-85.135,36.5,976.2,295.6,293.5,0.0,140.7,93.7,14.2
1.0,1.0,12.0,8.0,10.0,4.0,0.0,2.0,-37.0,37.558,-85.18,31.3,976.7,295.6,293.6,0.0,142.2,90.6,13.8
1.0,1.0,12.0,8.0,10.0,3.0,0.0,3.0,-38.0,37.449,-85.233,28.9,976.9,295.7,293.8,0.0,140.6,87.8,13.5
1.0,1.0,12.0,8.0,10.0,2.0,0.0,2.0,-39.0,37.334,-85.282,28.8,976.9,296.6,294.6,0.4,189.0,84.8,13.8
1.0,1.0,12.0,8.0,10.0,1.0,0.0,1.0,-40.0,37.217,-85.32,30.0,976.5,297.6,295.6,0.4,225.5,81.3,14.0
1.0,1.0,12.0,8.0,10.0,0.0,0.0,0.0,-41.0,37.101,-85.346,32.1,976.1,298.6,296.5,0.5,250.3,77.5,14.1
1.0,1.0,12.0,8.0,9.0,23.0,0.0,1.0,-42.0,36.984,-85.369,33.8,975.3,300.3,298.2,0.2,606.4,70.5,14.2
1.0,1.0,12.0,8.0,9.0,22.0,0.0,2.0,-43.0,36.862,-85.4,34.2,973.8,301.7,299.4,0.3,909.6,66.5,14.5
1.0,1.0,12.0,8.0,9.0,21.0,0.0,3.0,-44.0,36.731,-85.433,32.9,972.5,302.8,300.4,0.4,1142.5,64.2,14.8
1.0,1.0,12.0,8.0,9.0,20.0,0.0,2.0,-45.0,36.616,-85.46,30.1,972.6,303.5,301.0,0.0,1014.4,63.9,15.3
1.0,1.0,12.0,8.0,9.0,19.0,0.0,1.0,-46.0,36.541,-85.48,26.8,973.0,304.5,302.2,0.0,921.0,62.1,15.9
1.0,1.0,12.0,8.0,9.0,18.0,0.0,0.0,-47.0,36.508,-85.496,23.5,974.0,305.9,303.6,0.0,855.1,59.1,16.5
1.0,1.0,12.0,8.0,9.0,17.0,0.0,1.0,-48.0,36.486,-85.516,20.5,974.6,304.7,302.5,0.5,666.4,65.7,17.1
1.0,1.0,12.0,8.0,9.0,16.0,0.0,2.0,-49.0,36.446,-85.541,18.2,975.0,303.3,301.1,0.5,484.6,72.2,17.4
1.0,1.0,12.0,8.0,9.0,15.0,0.0,3.0,-50.0,36.389,-85.573,16.1,975.4,301.9,299.7,0.5,320.4,78.3,17.3
1.0,1.0,12.0,8.0,9.0,14.0,0.0,2.0,-51.0,36.327,-85.604,14.3,975.7,300.5,298.4,0.0,238.2,80.2,16.4
1.0,1.0,12.0,8.0,9.0,13.0,0.0,1.0,-52.0,36.27,-85.629,12.8,976.1,299.1,297.1,0.0,154.8,82.7,15.6
1.0,1.0,12.0,8.0,9.0,12.0,0.0,0.0,-53.0,36.219,-85.645,11.7,976.4,297.8,295.7,0.0,70.7,85.5,14.9
1.0,1.0,12.0,8.0,9.0,11.0,0.0,1.0,-54.0,36.164,-85.662,10.6,976.4,297.4,295.4,0.0,76.7,82.3,14.0
1.0,1.0,12.0,8.0,9.0,10.0,0.0,2.0,-55.0,36.101,-85.685,9.3,976.5,297.1,295.1,0.0,83.7,79.8,13.3
1.0,1.0,12.0,8.0,9.0,9.0,0.0,3.0,-56.0,36.029,-85.716,7.8,976.8,296.7,294.7,0.0,92.0,78.1,12.7
1.0,1.0,12.0,8.0,9.0,8.0,0.0,2.0,-57.0,35.956,-85.744,6.4,977.1,296.9,294.9,0.0,80.2,71.0,11.7
1.0,1.0,12.0,8.0,9.0,7.0,0.0,1.0,-58.0,35.887,-85.757,5.4,977.1,297.0,295.1,0.0,66.7,63.7,10.6
1.0,1.0,12.0,8.0,9.0,6.0,0.0,0.0,-59.0,35.822,-85.757,4.7,976.9,297.1,295.2,0.0,53.6,57.2,9.6
1.0,1.0,12.0,8.0,9.0,5.0,0.0,1.0,-60.0,35.76,-85.744,4.4,976.6,297.1,295.1,0.0,53.8,55.9,9.3
1.0,1.0,12.0,8.0,9.0,4.0,0.0,2.0,-61.0,35.702,-85.719,4.2,976.2,297.0,295.0,0.0,55.2,54.4,9.0
1.0,1.0,12.0,8.0,9.0,3.0,0.0,3.0,-62.0,35.646,-85.685,4.1,975.7,297.0,294.9,0.0,58.1,52.8,8.7
1.0,1.0,12.0,8.0,9.0,2.0,0.0,2.0,-63.0,35.599,-85.653,4.2,975.5,298.1,295.9,0.2,340.0,49.5,8.7
1.0,1.0,12.0,8.0,9.0,1.0,0.0,1.0,-64.0,35.571,-85.627,4.3,975.3,299.2,297.0,0.2,604.1,45.9,8.7
1.0,1.0,12.0,8.0,9.0,0.0,0.0,0.0,-65.0,35.562,-85.607,4.5,975.1,300.3,298.2,0.2,865.5,42.3,8.5
1.0,1.0,12.0,8.0,8.0,23.0,0.0,1.0,-66.0,35.562,-85.591,4.5,974.8,303.5,301.3,0.0,1165.9,42.3,10.3
1.0,1.0,12.0,8.0,8.0,22.0,0.0,2.0,-67.0,35.559,-85.582,3.8,974.6,306.6,304.4,0.0,1470.0,42.4,12.4
1.0,1.0,12.0,8.0,8.0,21.0,0.0,3.0,-68.0,35.552,-85.579,2.5,974.6,309.8,307.5,0.0,1775.1,42.5,14.8
1.0,1.0,12.0,8.0,8.0,20.0,0.0,2.0,-69.0,35.545,-85.584,0.9,975.3,310.5,308.3,0.0,1737.3,42.9,15.6
1.0,1.0,12.0,8.0,8.0,19.0,0.0,1.0,-70.0,35.542,-85.598,0.0,976.1,311.2,309.1,0.0,1700.1,43.2,16.4
1.0,1.0,12.0,8.0,8.0,18.0,0.0,0.0,-71.0,35.543,-85.622,0.0,977.0,311.9,309.8,0.0,1661.8,43.5,17.2
1.0,1.0,12.0,8.0,8.0,17.0,0.0,1.0,-72.0,35.546,-85.648,0.0,977.2,310.2,308.2,0.0,1270.7,50.5,18.2
